Hebrew Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,Hebrew Word
תוֹעֵבָה,1,0,1,1,0,1,0,0,0,0,תועבה
קַדמוֹן,0,0,0,0,0,0,0,0,0,0,קדמונ
לְהַפִּיל,0,0,0,0,0,1,0,0,0,0,פיל
הפלה,0,0,1,1,0,1,0,1,0,0,פלה
כּוֹשֵׁל,0,0,0,0,0,1,0,1,0,0,של
בשפע,0,0,0,0,0,0,0,0,0,0,פע
לְעֵיל,0,0,0,0,0,0,1,0,0,0,עיל
שְׁחִיקָה,0,0,0,0,0,1,0,0,0,0,חיקה
מחוץ לארץ,0,0,0,0,0,0,0,0,0,0,חוצ לארצ
לבטל,0,0,0,0,0,1,0,0,0,0,טל
פִּתְאוֹמִי,0,0,0,0,0,0,0,0,1,0,פתאומי
פִּתְאוֹם,0,0,0,0,0,0,0,0,0,0,פתאומ
מוּרְסָה,0,0,0,0,0,1,0,1,0,0,רסה
הֶעְדֵר,0,0,0,1,0,1,0,1,0,0,עדר
נֶעדָר,0,0,0,0,0,1,0,1,0,0,נעדר
נִפקָד,0,0,0,0,0,1,0,1,0,0,נפקד
הֵעָדְרוּת,0,0,0,0,0,1,0,0,0,0,עדרות
אַבְּסִינְתְ,0,0,0,0,0,0,0,0,0,0,אבסינת
מוּחלָט,0,0,0,0,0,0,1,0,0,0,חלט
מְחִילָה,0,0,0,0,1,0,1,0,0,1,חילה
ספג,0,0,0,0,0,0,1,0,0,0,ספג
סוֹפֵג,0,0,0,0,0,0,0,0,0,0,סופג
מְרַתֵק,0,0,0,0,0,0,0,0,0,0,רתק
קְלִיטָה,0,0,0,0,0,0,0,0,0,0,קליטה
לְהִתְנַזֵר,0,0,0,0,0,0,0,0,0,0,תנזר
הִתנַזְרוּת,0,0,0,0,0,0,0,0,0,0,תנזרות
פְּרִישׁוּת,0,0,0,0,0,0,0,0,0,0,פרישות
תַקצִיר,0,0,0,0,0,0,0,0,0,0,תקציר
הַפשָׁטָה,0,0,0,0,0,0,0,0,0,0,פשטה
אַבּסוּרדִי,0,0,0,0,0,1,0,0,0,0,אבסורדי
אַבּסוּרדִיוּת,0,0,0,0,0,1,0,0,0,0,אבסורדיות
שפע,0,1,1,0,1,1,1,0,0,1,פע
שׁוֹפֵעַ,0,0,0,0,1,0,1,0,0,0,פע
התעללות,1,0,1,1,0,1,0,1,0,0,תעללות
סמוך,0,0,0,0,0,0,0,0,0,0,סמוכ
תְהוֹמִי,0,0,0,0,0,1,0,1,0,0,תהומי
תהום,0,0,0,1,0,1,0,1,0,0,תהומ
אקדמי,0,0,0,0,0,0,1,0,0,1,אקדמי
אֲקָדֶמִיָה,0,0,0,0,0,0,1,0,0,0,אקדמיה
לְהַסכִּים,0,0,0,0,0,0,0,0,0,0,סכימ
להאיץ,0,1,0,0,0,0,0,0,0,0,איצ
תְאוּצָה,0,0,0,0,0,0,0,0,0,0,תאוצה
מִבטָא,0,0,0,0,0,0,0,0,0,0,טא
לְהַדגִישׁ,0,0,0,0,0,0,0,0,0,0,דגיש
לְקַבֵּל,0,0,0,0,0,0,0,0,0,0,קבל
קָבִיל,0,0,0,0,0,0,1,0,0,0,קביל
קַבָּלָה,0,0,0,0,0,0,1,0,0,0,קבלה
גִישָׁה,0,0,0,0,0,0,0,0,0,0,גישה
נגיש,0,0,0,0,0,0,1,0,0,0,נגיש
הִצטָרְפוּת,0,0,0,0,0,0,0,0,0,0,צטרפות
אבזר,0,0,0,0,0,0,0,0,0,0,אבזר
תְאוּנָה,0,0,0,1,0,1,0,1,1,0,תאונה
מִקרִי,0,0,0,1,0,1,0,0,1,0,קרי
בטעות,0,0,0,0,0,0,0,0,1,0,טעות
לשבח,0,1,0,0,1,0,1,0,1,1,בח
להתאים,0,0,0,0,0,0,0,0,0,0,תאימ
דִיוּר,0,0,0,0,0,0,1,0,0,0,דיור
לִוּוּי,0,1,0,0,1,0,1,0,0,1,וי
ללוות,0,0,0,0,0,0,0,0,0,0,ות
מתלווה,0,0,0,0,0,0,0,0,0,0,תלווה
שׁוּתָף,0,0,0,0,0,0,0,0,0,0,תפ
לְהַשִׂיג,0,0,0,0,1,0,1,0,0,0,יג
השיג,0,0,0,0,1,0,1,0,0,0,יג
הישג,0,0,0,0,0,0,1,0,0,0,ישג
הֶסכֵּם,0,0,0,0,0,0,1,0,0,1,סכמ
בהתאם,0,0,0,0,0,0,0,0,0,0,תאמ
אַקוֹרדִיוֹן,0,0,0,0,0,0,0,0,0,0,אקורדיונ
חֶשְׁבּוֹן,0,0,0,0,0,0,0,0,0,1,חשבונ
אחריות,0,0,0,0,0,0,1,0,0,1,אחריות
אַחֲרַאִי,0,0,0,0,0,0,1,0,0,1,אחראי
רואת חשבון,0,0,0,0,0,0,0,0,0,1,רואת חשבונ
ראיית חשבון,0,0,0,0,0,0,0,0,0,0,ראיית חשבונ
חשבונות,0,0,0,0,0,0,0,0,0,1,חשבונות
מוסמכת,0,0,0,0,0,0,1,0,0,1,סמכת
הִצטַבְּרוּת,0,0,0,0,0,0,0,0,0,0,צטברות
לצבור,0,0,0,0,0,0,0,0,0,0,צבור
לִצְבּוֹר,0,0,0,0,0,0,0,0,0,0,צבור
הצטברות,0,0,0,0,0,0,0,0,0,0,צטברות
דיוק,0,0,0,0,0,0,0,0,0,0,דיוק
מְדוּיָק,0,0,0,0,0,0,1,0,0,1,דויק
אָרוּר,1,0,0,1,0,1,0,1,0,0,ארור
הַאֲשָׁמָה,1,0,1,0,0,1,0,0,0,0,אשמה
מאשים,0,0,0,0,0,1,0,0,0,0,אשימ
מואשם,1,0,0,1,0,1,0,0,0,0,אשמ
מַאֲשִׁים,1,0,0,1,0,1,0,0,0,0,אשימ
מאשים,1,0,0,1,0,1,0,0,0,0,אשימ
רָגִיל,0,0,0,0,0,0,0,0,0,0,רגיל
אֵס,0,0,0,0,0,0,1,0,0,0,אס
אצטית,0,0,0,0,0,0,0,0,0,0,אצטית
כְּאֵב,0,0,0,0,0,1,0,1,0,0,אב
לְהַשִׂיג,0,0,0,0,1,0,1,0,0,1,יג
הֶשֵׂג,0,1,0,0,1,0,1,0,0,1,שג
כּוֹאֵב,0,0,0,0,0,1,0,1,0,0,אב
חוּמצָה,0,0,0,0,0,1,0,0,0,0,חומצה
חוּמצִיוּת,0,0,0,0,0,0,0,0,0,0,חומציות
לְהוֹדוֹת,0,0,0,0,0,0,0,0,0,0,דות
הודה,0,0,0,0,0,0,0,0,0,0,דה
הכרה,0,0,0,0,0,0,1,0,0,0,רה
שִׂיא,0,0,0,0,0,0,0,0,0,0,יא
אֲקוּסְטִי,0,0,0,0,0,0,0,0,0,0,אקוסטי
אֲקוּסְטִיקָה,0,0,0,0,0,0,0,0,0,0,אקוסטיקה
להכיר,0,0,0,0,0,0,0,0,0,0,יר
הֶכֵּרוּת,0,0,0,0,0,0,0,0,0,0,רות
להכיר,0,0,0,0,0,0,0,0,0,0,יר
הסכמה,0,0,0,0,0,0,0,0,0,0,סכמה
לִרְכּוֹשׁ,0,0,0,0,0,0,1,0,0,0,רכוש
רוכש,0,1,0,0,0,0,1,0,0,0,רוכש
רְכִישָׁה,0,0,0,0,0,0,0,0,0,0,רכישה
רכישות,0,0,0,0,0,0,0,0,0,0,רכישות
שטח,0,0,0,0,0,0,0,0,0,0,טח
דונם,0,0,0,0,0,0,0,0,0,0,דונמ
אַקרוֹבָּט,0,0,0,1,1,0,1,0,0,1,אקרובט
פעולה,0,0,0,0,0,0,0,0,0,0,פעולה
משחק,0,0,0,0,0,0,0,0,0,0,חק
פעולה,0,0,0,0,0,0,1,0,0,0,פעולה
ניתן לפעולה,1,0,1,0,0,1,0,0,0,0,ניתנ לפעולה
פָּעִיל,0,0,0,0,0,0,0,0,0,0,פעיל
פעילות,0,0,0,0,0,0,0,0,0,0,פעילות
שַׂחְקָן,0,0,0,0,0,0,0,0,0,0,חקנ
מַמָשִׁי,0,0,0,0,0,0,1,0,0,0,שי
מְצִיאוּת,0,0,0,0,0,0,0,0,0,0,ציאות
אַקטוּאָר,0,0,0,0,0,0,0,0,0,0,אקטואר
חדות,0,0,0,0,0,0,1,0,0,0,חדות
חוכמה,0,0,0,0,0,0,1,0,0,0,חוכמה
אַקוּפּוּנקטוּרָה,0,0,0,0,0,0,0,0,0,0,אקופונקטורה
למעשה,0,0,0,0,0,0,0,0,0,0,עשה
פִּתגָם,0,0,0,0,0,0,0,0,0,0,פתגמ
נחוש,0,0,0,0,0,0,0,0,0,0,נחוש
לְהִסְתָגֵל,0,0,0,0,0,0,1,0,0,0,סתגל
סָגִיל,0,0,0,0,0,0,1,0,0,0,סגיל
לְהוֹסִיף,0,0,0,0,0,0,0,0,0,0,סיפ
הוסיף,0,0,0,0,0,0,0,0,0,0,סיפ
תוֹסֶפֶת,0,0,0,0,0,0,0,0,0,0,תוספת
פֶּתֶן,1,0,1,1,0,1,0,1,0,0,פתנ
הִתמַכְּרוּת,0,0,0,0,0,1,0,0,0,0,תמכרות
חיבור,0,0,0,0,0,0,0,0,0,0,חיבור
נוֹסָף,0,0,0,0,0,0,0,0,0,0,נוספ
תוסף,0,0,0,0,0,0,0,0,0,0,תוספ
כתובת,0,0,0,0,0,0,0,0,0,0,תובת
נִמעָן,0,0,0,0,0,0,0,0,0,0,נמענ
כתובות,0,1,0,0,0,0,1,0,0,0,תובות
מְיוּמָן,0,0,0,0,0,0,1,0,0,0,יומנ
הלימות,0,0,0,0,0,0,1,0,0,0,ימות
נאות,0,0,0,0,0,0,0,0,0,0,נאות
לִדבּוֹק,0,0,0,0,0,0,0,0,0,0,דבוק
דְבֵקוּת,0,0,0,0,0,0,0,0,0,0,דבקות
חָסִיד,0,0,0,0,0,0,0,0,0,0,חסיד
דבקות,0,0,0,0,0,0,0,0,0,1,דבקות
הַדבָּקָה,0,0,0,0,0,0,0,0,0,0,דבקה
דבק,0,0,0,0,0,0,0,0,0,0,דבק
שומני,0,0,0,0,0,1,0,0,0,0,ני
סמיכות,0,0,0,0,0,0,0,0,0,0,סמיכות
סמוך,0,0,0,0,0,0,0,0,0,0,סמוכ
תוֹאַר,0,0,0,0,0,0,0,0,0,0,תואר
צמודים,0,0,0,0,0,0,0,0,0,0,צמודימ
לִדחוֹת,0,0,0,0,0,0,0,0,0,0,דחות
דְחִיָה,0,0,0,0,0,0,0,0,0,0,דחיה
לִפְסוֹק,0,0,0,1,0,1,0,0,0,0,פסוק
שְׁפִיטָה,0,0,0,0,0,0,0,0,0,0,פיטה
תוספת,0,0,0,0,0,0,1,0,0,0,תוספת
לְהַתְאִים,0,0,0,0,0,0,0,0,0,0,תאימ
התאמה,0,0,0,0,0,0,0,0,0,0,תאמה
אדג'ובנט,0,0,0,0,0,0,0,0,0,0,אדגובנט
לְנַהֵל,0,0,0,0,0,0,0,0,0,0,נהל
מִנהָל,0,0,0,0,0,0,0,0,0,0,נהל
מנהלי,0,0,0,0,0,0,0,0,0,1,נהלי
ראוי להערצה,0,0,0,0,1,0,1,0,0,1,ראוי להערצה
אַדמִירָל,0,0,0,0,0,0,1,0,0,1,אדמירל
אדמירליות,0,0,0,0,0,0,0,0,0,0,אדמירליות
הערצה,0,0,0,0,1,0,1,0,0,1,ערצה
לְהִתְפַּעֵל,0,0,0,0,0,0,1,0,0,1,תפעל
מַעֲרִיץ,0,0,0,0,0,0,1,0,0,0,עריצ
קבילות,0,0,0,0,0,0,0,0,0,0,קבילות
קָבִיל,0,0,0,0,0,0,1,0,0,1,קביל
הוֹדָאָה,0,0,0,0,0,0,0,0,0,0,דאה
להתוודות,0,0,0,0,0,0,0,0,0,0,תוודות
קבלה,0,0,0,0,0,0,0,0,0,0,קבלה
הודה,0,0,0,0,0,0,0,0,0,0,דה
מודה,0,0,0,0,0,0,0,0,0,0,דה
תַעֲרוֹבֶת,0,0,0,0,0,0,0,0,0,0,תערובת
תוֹכֵחָה,0,0,0,1,0,1,0,0,0,0,תוכחה
מְהוּמָה,0,0,0,0,0,0,0,0,0,0,מה
גיל ההתבגרות,0,0,0,0,0,0,0,0,0,0,גיל ההתבגרות
מִתבַּגֵר,0,0,0,0,0,0,0,0,0,0,תבגר
לְאַמֵץ,0,0,0,0,0,0,0,0,0,0,אמצ
אימוץ,0,0,0,0,0,0,0,0,0,0,אימוצ
מקסים,0,0,0,0,1,0,1,0,0,0,קסימ
הַעֲרָצָה,0,0,0,0,1,0,1,0,0,1,ערצה
לְהַעֲרִיץ,0,1,0,0,1,0,1,0,0,1,עריצ
לְקַשֵׁט,0,0,0,0,0,0,0,0,0,0,קשט
תַכשִׁיט,0,0,0,0,0,0,0,0,0,0,תכשיט
נִסחָף,0,1,0,1,0,1,0,1,0,0,נסחפ
מְבוּגָר,0,0,0,0,0,0,0,0,0,0,גר
מָהוּל,0,0,0,0,0,1,0,0,0,0,ול
ניאוף,0,0,1,0,0,1,0,1,0,0,ניאופ
לְקַדֵם,0,1,0,1,1,0,1,0,1,0,קדמ
מִתקַדֵם,0,0,0,0,0,0,1,0,0,0,תקדמ
הִתקַדְמוּת,0,0,0,0,0,0,1,0,0,0,תקדמות
מתקדמים,0,0,0,0,0,0,0,0,0,0,תקדמימ
יתרון,0,0,0,0,0,0,1,0,0,0,יתרונ
מוֹעִיל,0,0,0,0,0,0,1,0,0,0,עיל
הִתגַלוּת,0,1,0,0,1,0,1,0,0,1,תגלות
הַרפַּתקָה,0,1,0,0,0,0,1,0,0,0,רפתקה
הַרפַּתקָן,0,0,0,0,0,0,0,0,0,0,רפתקנ
הרפתקני,0,0,0,0,0,0,1,0,0,0,רפתקני
יָרִיב,1,0,0,0,0,1,0,0,0,0,יריב
שְׁלִילִי,1,0,1,1,0,1,0,1,0,0,ילי
מְצוּקָה,1,0,0,1,0,1,0,1,0,0,צוקה
לְפַרְסֵם,0,0,0,0,0,0,0,0,0,0,פרסמ
פרסומת,0,0,0,0,0,0,0,0,0,0,פרסומת
עֵצָה,0,0,0,0,0,0,0,0,0,1,עצה
רצוי,0,0,0,0,0,0,1,0,0,1,רצוי
לייעץ עצה,0,0,0,0,0,0,1,0,0,1,ייעצ עצה
יעץ,0,0,0,0,0,0,0,0,0,1,יעצ
ייעוץ,0,0,0,0,0,0,0,0,0,0,ייעוצ
יוֹעֵץ,0,0,0,0,0,0,1,0,0,1,יועצ
פְּרַקְלִיטוּת,1,1,0,0,1,0,1,0,0,1,פרקליטות
עוֹרֵך דִין,0,0,0,0,0,0,0,0,0,1,עורכ דינ
אגיס,0,0,0,0,0,0,0,0,0,0,אגיס
אִוְרוּר,0,0,0,0,0,0,0,0,0,0,אורור
אַנטֶנָה,0,0,0,0,0,0,0,0,0,0,אנטנה
שְׂדֵה תְעוּפָה,0,0,0,0,0,0,0,0,0,0,דה תעופה
אֲוִירוֹדִינָמִיקָה,0,0,0,0,0,0,0,0,0,0,אוירודינמיקה
תוֹרַת הַתְעוּפָה,0,0,0,0,0,0,0,0,0,0,תורת התעופה
מטוס,0,0,0,0,0,0,0,0,0,0,טוס
אֶסתֵטִי,0,0,0,0,0,0,1,0,0,0,אסתטי
אֶסתֵטִיקָה,0,0,0,0,1,0,1,0,0,0,אסתטיקה
אטיולוגיה,0,0,0,0,0,0,0,0,0,0,אטיולוגיה
רחוק,0,0,0,0,0,0,0,0,0,0,רחוק
מַסבִּיר פָּנִים,0,0,0,0,0,0,1,0,0,0,סביר פנימ
פָּרָשָׁה,0,0,0,0,0,0,0,0,0,0,פרשה
משפיע,0,0,0,0,0,0,0,0,0,0,פיע
אַהֲבָה,0,0,0,0,1,0,1,0,0,1,אהבה
חיבה,0,0,0,0,0,0,0,0,0,0,חיבה
תצהיר,0,0,0,0,0,0,0,0,0,0,תצהיר
תצהיר,0,0,0,0,0,0,0,0,0,0,תצהיר
מְסוּנָף,0,0,0,0,0,0,1,0,0,0,סונפ
השתייכות,0,0,0,0,0,0,0,0,0,0,תייכות
זִיקָה,0,0,0,0,0,0,0,0,0,0,זיקה
לְאַשֵׁר,0,0,0,0,0,0,1,0,0,1,אשר
חִיוּב,0,0,0,0,0,0,1,0,0,0,חיוב
חִיוּבִי,0,0,0,0,0,0,1,0,0,0,חיובי
בחיוב,0,0,0,0,0,0,1,0,0,1,חיוב
לְהַדבִּיק,0,0,0,0,0,0,0,0,0,0,דביק
לְיַסֵר,0,0,0,1,0,1,0,1,0,0,יסר
מְעוּנֶה,0,0,0,0,0,1,0,0,0,0,עונה
מֶמֶר,0,0,1,1,0,1,0,1,0,0,מר
שֶׁפַע,0,0,0,0,1,0,1,0,0,0,פע
אָמִיד,0,0,0,0,0,0,1,0,0,0,אמיד
לְהַרְשׁוֹת לְעַצמוֹ,0,0,0,0,0,0,1,0,0,0,רשות לעצמו
עֶלבּוֹן,1,0,1,1,0,1,0,1,1,0,עלבונ
רחוק,0,0,0,0,0,0,0,0,0,0,רחוק
לפני כן,0,0,0,0,0,0,0,0,0,0,פני כנ
שהוזכר לעיל,0,0,0,0,0,0,0,0,0,0,זכר לעיל
לְעֵיל,0,0,0,0,0,0,0,0,0,0,עיל
חוֹשֵׁשׁ,0,0,0,1,0,1,0,0,0,0,חושש
מִחָדָשׁ,0,0,0,0,0,0,0,0,0,0,חדש
אחורי,0,0,0,0,0,0,0,0,0,0,אחורי
תוצאות,1,0,1,1,0,1,0,1,0,0,תוצאות
אחרי הצהריים,0,0,0,0,0,0,0,0,0,0,אחרי הצהריימ
טעם לוואי,0,0,0,0,0,1,0,0,0,0,טעמ לוואי
מחשבה שלאחר מכן,0,0,0,0,0,0,0,0,0,0,חשבה שלאחר מכנ
בַּרֶקֶת,0,0,0,0,0,0,0,0,0,0,רקת
גיל,0,0,0,0,0,0,0,0,0,0,גיל
זָקֵן,0,0,0,0,0,0,0,0,0,0,זקנ
סוֹכְנוּת,0,0,0,0,0,0,0,0,0,0,סוכנות
סוֹכֵן,0,0,0,0,0,0,0,0,0,0,סוכנ
הִצטַבְּרוּת,0,0,0,0,0,0,0,0,0,0,צטברות
מחמיר,1,0,0,0,0,1,0,0,0,0,חמיר
מַרגִיז,1,0,0,0,0,1,0,1,0,0,רגיז
הַחמָרָה,1,0,1,0,0,1,0,0,0,0,חמרה
לְקַבֵּץ,0,0,0,0,0,0,0,0,0,0,קבצ
צבירה,0,0,0,0,0,0,0,0,0,0,צבירה
תוֹקפָּנוּת,1,0,0,1,0,1,0,0,0,0,תוקפנות
תוֹקפָּנִי,1,0,0,1,0,1,0,0,0,0,תוקפני
תוֹקפָּן,1,0,0,1,0,1,0,0,0,0,תוקפנ
מזועזעת,0,0,1,1,0,1,0,0,1,0,זועזעת
זָרִיז,0,0,0,0,0,0,1,0,0,0,זריז
זְרִיזוּת,0,0,0,0,0,0,1,0,0,0,זריזות
נִסעָר,1,0,0,0,0,1,0,0,0,0,נסער
תסיסה,1,0,0,0,0,1,0,0,0,0,תסיסה
כּוֹפֵר,0,0,0,0,0,0,0,0,0,0,פר
לִפנֵי,0,0,0,0,0,0,0,0,0,0,פני
מייסר,0,0,0,1,0,1,0,0,0,0,ייסר
יסורים,1,0,0,1,0,1,0,1,0,0,יסורימ
לְהַסכִּים,0,0,0,0,0,0,1,0,0,0,סכימ
נָעִים,0,0,0,0,0,0,1,0,0,1,נעימ
מוסכם,0,0,0,0,0,0,1,0,0,1,סכמ
מסכים,0,0,0,0,0,0,1,0,0,1,סכימ
הֶסכֵּם,0,0,0,0,0,0,1,0,0,1,סכמ
חַקלָאִי,0,0,0,0,0,0,0,0,0,0,חקלאי
חַקלָאוּת,0,0,0,0,0,0,1,0,0,0,חקלאות
עַל שִׂרטוֹן,0,0,0,0,0,1,0,0,0,0,על שרטונ
אגואה,0,0,0,0,0,0,0,0,0,0,אגואה
קָדִימָה,0,0,0,0,0,0,1,0,0,0,קדימה
סיוע,0,0,0,0,0,0,1,0,0,0,סיוע
סיוע,0,0,0,0,0,0,1,0,0,0,סיוע
חוֹלָנִי,0,0,0,1,0,1,0,1,0,0,חולני
חוֹלִי,0,0,0,0,0,0,0,0,0,0,חולי
מַטָרָה,0,0,0,0,0,0,0,0,0,0,טרה
חֲסַר תַכְלִית,0,0,0,0,0,1,0,0,0,0,חסר תכלית
אוויר,0,0,0,0,0,0,0,0,0,0,אוויר
כרית אוויר,0,0,0,0,0,0,0,0,0,0,רית אוויר
רַכֶּבֶת אֲוִירִית,0,0,0,0,0,0,0,0,0,0,רכבת אוירית
חֶברַת תְעוּפָה,0,0,0,0,0,0,0,0,0,0,חברת תעופה
איש אוויר,0,0,0,0,0,0,0,0,0,0,איש אוויר
מטוס,0,0,0,0,0,0,0,0,0,0,טוס
שדה תעופה,0,1,0,0,0,0,0,0,0,0,דה תעופה
עולה לאוויר,0,0,1,0,0,1,0,0,0,0,עולה לאוויר
ספינת אוויר,0,0,0,0,0,0,0,0,0,0,ספינת אוויר
מַעֲבָר,0,0,0,0,0,0,0,0,0,0,עבר
אייט,0,0,0,0,0,0,0,0,0,0,אייט
פָּתוּחַ בְּמִקצָת,0,0,0,0,0,0,0,0,0,0,פתוח במקצת
דומה,0,0,0,0,0,0,0,0,0,1,דומה
בַּהַט,0,0,0,0,0,0,1,0,0,0,הט
אזעקה,0,0,0,1,0,1,0,0,1,0,אזעקה
מדאיג,0,0,0,1,0,1,0,0,1,0,דאיג
אַלבּוֹם,0,0,0,0,0,0,0,0,0,0,אלבומ
אַלכִּימְיָה,0,0,0,0,0,0,0,0,0,0,אלכימיה
כּוֹהֶל,0,0,0,0,0,0,0,0,0,0,הל
כָּהֳלִיוּת,1,0,1,1,0,1,0,1,0,0,יות
גוּמחָה,0,0,0,0,0,0,0,0,0,0,גומחה
עֵרָנִי,0,0,0,0,0,0,0,0,0,0,ערני
עֵרָנוּת,0,1,0,1,0,0,1,0,1,0,ערנות
התראות,0,1,0,1,0,0,0,0,1,0,תראות
אַספֶּסֶת,0,0,0,0,0,0,0,0,0,0,אספסת
אַלגֶבּרָה,0,0,0,0,0,0,0,0,0,0,אלגברה
אַלגֶבּרִי,0,0,0,0,0,0,0,0,0,0,אלגברי
אַלגוֹרִיתְם,0,0,0,0,0,0,0,0,0,0,אלגוריתמ
אַלִיבִּי,0,0,0,0,0,0,0,0,0,0,אליבי
חייזר,0,0,1,1,0,1,0,0,0,0,חייזר
לְהַרְחִיק,1,0,1,0,0,1,0,0,0,0,רחיק
מנוכר,0,0,0,0,0,1,0,1,0,0,נוכר
הִתנַכְּרוּת,1,0,1,1,0,1,0,1,0,0,תנכרות
מוּאָר,0,0,0,0,0,0,0,0,0,0,אר
מיושר,0,0,0,0,0,0,0,0,0,0,יושר
יישור,0,0,0,0,0,0,0,0,0,0,יישור
דוֹמֶה,0,0,0,0,0,0,0,0,0,0,דומה
מזון,0,0,0,0,0,0,1,0,0,0,זונ
מְזוֹנוֹת,0,0,0,0,0,1,0,0,0,0,זונות
בחיים,0,1,0,0,1,0,1,0,0,1,חיימ
אַלקָלִי,0,0,0,0,0,0,0,0,0,0,אלקלי
אלקלואידים,0,0,0,0,0,0,0,0,0,0,אלקלואידימ
לְהַרְגִיעַ,0,0,0,0,0,0,1,0,0,0,רגיע
האשמה,1,0,0,0,0,1,0,0,0,0,אשמה
לטעון,0,0,0,0,0,1,0,0,0,0,טעונ
כִּביָכוֹל,0,0,0,0,0,0,0,0,0,0,יכול
אֱמוּנִים,0,0,0,0,0,0,1,0,0,1,אמונימ
אַלֵגוֹרִי,0,0,0,0,0,0,0,0,0,0,אלגורי
אַלֵגוֹרִיָה,0,0,0,0,0,0,0,0,0,0,אלגוריה
אלגרו,0,0,0,0,0,0,1,0,0,0,אלגרו
להקל,0,0,0,0,0,0,1,0,0,0,קל
הֲקָלָה,0,0,0,0,0,0,1,0,0,0,קלה
סִמטָה,0,0,0,0,0,0,0,0,0,0,סמטה
בְּרִית,0,0,0,0,0,0,0,0,0,1,רית
בעלות ברית,0,0,0,0,0,0,1,0,0,1,עלות ברית
תַנִין,0,0,0,0,0,0,0,0,0,0,תנינ
לְהַקְצוֹת,0,0,0,0,0,0,0,0,0,0,קצות
הַקצָאָה,0,0,0,0,0,0,0,0,0,0,קצאה
להקצות,0,0,0,0,0,0,0,0,0,0,קצות
הַקצָאָה,0,0,0,0,0,0,0,0,0,0,קצאה
מותר,0,0,0,0,0,0,1,0,0,0,תר
קצבה,0,0,0,0,0,0,0,0,0,0,קצבה
מוּתָר,0,0,0,0,0,0,0,0,0,0,תר
סַגסוֹגֶת,0,0,0,0,0,0,0,0,0,0,סגסוגת
קֶסֶם,0,1,0,0,1,0,1,0,1,0,קסמ
מפתה,0,0,0,0,0,0,1,0,0,0,פתה
רֶמֶז,0,0,0,0,0,0,0,0,0,0,רמז
סחף,0,0,0,0,0,0,0,0,0,0,סחפ
ברית,0,0,0,0,0,0,1,0,0,1,רית
אַלְמָנָך,0,0,0,0,0,0,0,0,0,0,אלמנכ
כל יכול,0,0,0,0,0,0,1,0,0,0, יכול
באוויר,0,0,0,0,0,0,0,0,0,0,אוויר
שלום,0,1,0,0,1,0,1,0,0,0,ומ
בַּצַד,0,0,0,0,0,0,0,0,0,0,צד
מרוחק,0,0,0,0,0,1,0,0,0,0,רוחק
בְּקוֹל רָם,0,0,0,0,0,0,0,0,0,0,קול רמ
אלף בית,0,0,0,0,0,0,0,0,0,0,אלפ בית
אָלֶף בֵּיתִי,0,0,0,0,0,0,0,0,0,0,אלפ ביתי
מִזבֵּחַ,0,0,0,0,0,0,0,0,0,0,זבח
לשנות,0,0,0,0,0,0,0,0,0,0,נות
שינוי,0,0,0,0,0,0,0,0,0,0,ינוי
קְטָטָה,1,0,0,0,0,1,0,0,0,0,קטטה
